pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,business volume
362,854,368,136,466,543,486,577,4,14,34745
164,981,244,50,637,876,891,515,20,5,33622
151,951,502,58,671,888,897,517,39,10,36326
337,942,323,30,698,815,776,632,22,20,36187
372,822,330,74,578,616,716,590,24,27,35553
145,751,579,85,464,515,399,434,88,5,31883
252,777,231,27,570,692,745,507,97,11,34405
391,715,578,111,699,761,777,641,26,18,39996
273,882,304,48,410,466,563,381,45,28,29933
389,496,396,136,653,727,841,634,20,11,37816
367,926,411,63,565,643,744,566,56,11,37690
215,470,524,21,601,784,724,498,70,25,31950
396,762,691,41,432,489,473,473,89,13,35162
267,821,621,37,487,484,417,437,30,15,29239
138,877,397,34,487,712,758,459,22,28,30272
241,540,660,115,605,797,879,565,15,19,36149
168,551,305,32,448,614,672,402,4,19,24370
236,872,573,92,511,622,625,492,16,23,33673
384,467,657,22,729,878,930,621,61,19,37983
269,420,434,45,689,929,924,632,22,21,33909
130,616,349,128,576,733,839,478,14,25,32593
126,745,423,122,321,441,442,355,39,16,28433
295,629,380,50,688,943,873,648,42,7,36629
493,430,683,72,699,747,767,653,29,30,38500
344,680,606,150,456,447,416,557,35,10,35263
354,757,581,100,704,935,809,756,57,25,43873
235,600,517,99,535,616,525,483,28,13,31263
369,606,227,107,472,556,544,573,68,8,34811
343,627,297,137,673,735,753,693,4,26,37409
243,598,384,145,579,811,877,616,20,8,37102
125,614,382,52,607,815,771,511,74,13,32968
135,465,216,49,550,832,750,549,73,5,30873
171,961,364,137,554,765,628,614,25,19,37164
308,687,517,107,563,690,727,645,98,19,41082
266,553,346,56,571,680,740,496,53,8,31843
407,689,209,120,615,717,625,683,94,11,41277
348,712,332,25,557,575,691,471,96,15,34256
392,733,212,34,660,798,771,674,30,9,35267
149,810,442,63,631,834,924,572,12,6,33625
131,460,270,63,467,622,759,464,20,23,26606
380,887,352,46,697,752,737,626,3,22,35475
494,941,581,83,877,983,855,756,24,19,45723
480,499,201,44,809,867,962,680,25,8,36927
358,530,647,145,685,820,718,750,79,18,44077
413,409,386,93,761,944,890,752,50,9,40494
307,772,200,93,484,498,497,549,21,12,30942
140,404,630,52,599,832,728,498,14,24,29299
110,718,481,81,552,839,699,556,36,29,33656
299,782,281,108,692,814,662,603,38,27,37769
315,834,678,77,435,514,507,477,54,20,34679
427,440,526,37,729,936,882,736,7,22,36655
358,490,201,27,604,694,703,578,71,18,32818
212,965,291,93,622,747,747,510,85,10,38437
404,583,625,43,745,872,805,638,32,12,37537
365,476,549,144,444,470,445,639,75,9,36801
224,604,370,69,557,672,734,566,54,12,33066
164,902,698,72,486,610,669,473,88,20,36562
271,468,513,68,468,614,579,461,63,14,31280
297,708,290,58,465,478,549,407,73,29,31359
408,720,216,116,669,758,785,691,50,13,40390
370,833,578,69,648,666,604,566,34,28,36883
444,639,590,74,542,454,391,571,81,29,36451
256,495,505,140,656,945,1034,677,32,18,40560
249,508,284,23,555,753,687,459,77,18,30890
424,998,253,55,805,959,789,685,22,11,40391
221,707,481,147,620,900,1008,629,58,30,42723
434,842,650,113,471,439,541,594,31,8,37283
282,606,458,88,556,732,750,554,14,27,33755
105,927,314,27,482,630,538,330,76,29,29409
485,942,662,85,554,460,520,545,11,21,36645
411,759,475,105,623,606,590,630,63,29,39783
280,949,442,20,437,441,513,462,43,6,29666
347,837,353,107,639,861,849,703,67,16,42899
354,649,690,123,565,651,678,648,47,14,39419
361,802,575,103,674,729,832,685,25,12,40106
145,914,559,49,433,638,674,449,45,13,31773
376,478,234,73,764,891,898,743,36,14,37760
463,486,688,90,788,839,877,766,1,18,40062
120,871,389,146,383,534,677,491,18,13,32563
353,814,644,93,670,737,677,663,52,16,40553
251,946,402,70,673,964,946,688,43,9,40571
342,760,228,132,627,767,747,635,32,20,38808
353,926,284,90,783,977,850,775,7,24,41313
214,856,593,90,469,654,678,570,41,11,35523
331,681,605,76,543,626,520,501,28,26,33377
434,778,365,98,663,704,658,672,59,14,40382
199,965,287,22,455,527,490,400,79,5,29851
269,911,490,126,699,941,933,673,45,8,43297
256,737,221,110,491,596,631,593,65,13,35299
155,677,267,97,319,448,437,379,71,10,28354
402,807,356,24,725,966,817,736,30,10,38575
261,884,355,84,582,711,783,596,40,7,36446
234,419,226,70,515,643,760,530,67,28,31746
397,633,285,69,552,578,479,522,1,29,30244
345,457,524,143,489,536,450,551,17,18,32823
434,805,440,54,805,945,1016,735,6,8,40636
302,817,537,35,634,711,839,484,21,19,33848
272,618,421,83,642,753,826,566,83,26,38245
116,991,493,29,614,928,989,563,16,18,34790
439,789,367,132,619,622,689,714,7,8,38795
358,785,438,78,489,516,616,491,51,26,34747
475,857,495,118,501,488,493,618,45,26,39187
452,554,643,76,716,802,797,705,6,13,38166
386,621,559,143,500,513,409,639,6,28,35083
102,606,597,34,310,444,453,368,21,12,22895
333,965,308,112,431,525,436,580,65,29,37290
225,913,698,37,637,809,731,593,50,13,37001
476,607,408,97,518,510,645,602,40,22,36373
433,789,333,96,452,477,394,535,43,28,34507
309,402,269,92,816,990,876,702,33,29,37745
368,713,560,57,712,792,875,691,100,8,42461
282,797,267,88,412,438,354,516,23,26,29575
327,506,418,141,413,493,409,607,31,25,33125
474,748,522,82,577,615,699,650,91,25,42127
265,423,409,62,399,473,491,426,95,12,29766
350,922,487,23,466,574,557,529,57,8,33682
323,861,643,135,750,947,954,800,58,19,47541
365,481,454,47,638,674,706,603,18,8,31882
148,613,590,94,638,918,800,625,28,26,36072
201,614,455,82,593,738,760,555,63,20,35181
313,591,574,62,622,844,903,628,78,29,39920
328,959,336,69,622,779,636,641,30,22,37300
447,842,330,104,508,579,718,650,69,24,40854
271,943,239,124,638,737,655,563,54,20,38729
437,630,550,65,683,861,906,733,2,19,38779
338,903,271,75,562,696,560,618,46,9,36051
252,910,475,26,655,871,754,590,77,15,37992
126,783,323,143,469,684,801,584,29,27,35510
473,792,676,41,552,617,539,600,0,15,34300
368,485,260,92,646,749,745,645,0,24,33637
402,672,534,64,751,891,954,741,67,11,42785
282,547,453,66,675,936,905,635,57,15,37939
366,810,350,101,473,498,629,547,98,12,38446
106,596,311,52,390,501,520,300,80,26,26444
112,921,314,94,472,550,622,383,88,28,33592
485,437,626,27,516,512,549,531,50,21,32361
485,409,524,65,689,793,887,687,71,12,40368
447,838,227,82,689,711,739,669,3,17,37069
125,948,487,97,477,702,621,518,0,28,32322
273,788,220,115,510,539,536,470,76,19,34852
393,430,654,109,564,691,813,644,16,15,36720
234,948,350,92,677,830,735,544,66,29,39344
200,719,376,101,671,916,896,570,82,22,40072
389,829,340,50,773,929,966,689,4,29,38998
134,723,700,147,487,607,646,505,12,24,33937
498,547,490,129,587,658,660,758,54,28,41952
448,805,336,75,632,685,764,704,84,20,41982
345,674,605,99,598,734,640,634,51,16,38581
456,569,216,59,536,603,667,642,97,17,37497
115,858,583,84,527,718,591,479,78,11,35070
171,753,678,26,548,652,611,426,67,12,31517
200,700,260,130,399,507,514,450,26,29,30429
200,409,401,131,661,921,1025,692,3,5,35991
229,904,587,64,514,660,679,507,45,12,34746
137,452,691,37,654,996,1057,584,37,10,34343
190,459,666,147,482,678,625,562,1,27,32870
499,951,516,132,622,720,674,746,77,24,47185
361,663,493,76,668,731,593,648,16,10,34981
318,908,486,70,699,798,806,671,92,5,42324
226,974,342,148,470,564,676,584,13,30,36430
126,440,666,50,428,598,491,432,43,23,26887
135,551,599,110,602,887,857,543,8,11,33748
202,488,302,84,568,703,583,569,13,8,29023
262,494,522,141,688,828,721,607,95,23,41270
110,914,330,67,689,930,952,534,68,12,37548
440,563,366,105,803,967,797,773,77,28,44627
385,836,592,89,648,857,875,714,54,18,43415
174,772,609,36,515,715,755,495,5,28,30583
106,690,458,97,358,433,393,324,30,27,25991
279,823,381,105,529,562,522,513,88,8,36518
384,867,376,106,753,986,970,788,37,23,45020
201,702,598,139,649,962,931,630,85,23,44040
437,839,609,130,597,646,680,686,26,5,41068
204,474,245,49,523,719,826,474,43,12,29422
368,757,545,108,581,756,869,694,19,13,39829
194,901,293,110,516,731,731,515,95,7,38447
265,935,402,31,497,630,707,482,62,27,34202
491,757,568,37,749,828,719,730,54,13,41092
341,509,520,84,410,476,358,464,78,11,31760
277,849,624,89,665,767,759,584,26,14,37744
100,798,386,67,553,808,827,493,60,17,34009
229,984,572,142,656,875,881,679,12,25,42147
122,866,455,62,349,525,403,441,22,24,27345
189,567,637,44,446,544,459,472,40,23,28143
487,631,424,115,546,453,486,662,67,14,38285
184,604,271,24,365,473,425,332,10,28,21695
121,947,621,76,363,494,382,352,68,9,30480
197,761,458,94,517,596,657,531,60,7,34221
346,574,335,114,617,645,550,606,37,13,34836
308,861,295,145,566,671,621,687,30,10,38529
223,461,396,145,642,875,752,621,90,20,40111
499,473,548,85,561,600,662,669,85,17,39802
236,790,292,58,727,923,857,595,77,14,38536
489,588,335,139,772,897,975,825,61,21,46811
351,447,518,22,678,881,882,642,74,30,37496
321,521,324,131,615,819,693,678,49,7,38059
279,440,478,37,690,971,824,626,63,12,35833
488,965,215,147,635,757,661,792,95,25,48055
177,743,262,32,438,510,568,324,12,6,23751
190,405,539,33,374,497,515,416,1,21,22788
351,503,325,96,666,766,771,619,92,10,39036
216,558,393,124,432,491,552,477,57,12,31718
429,931,224,104,424,443,450,617,57,9,36493
267,840,366,92,491,566,572,485,63,17,34559
155,468,613,37,403,472,598,371,4,15,23277
241,950,422,70,347,445,551,457,6,14,29261
402,986,519,117,458,477,418,616,81,13,40234
348,912,284,31,478,549,541,464,21,16,30176
384,437,326,144,479,436,565,536,7,17,31504
333,544,398,103,746,986,929,691,71,11,42033
486,790,400,132,479,459,418,662,39,19,38141
489,744,542,22,728,796,712,678,81,30,41363
307,427,344,73,601,642,778,556,32,22,32045
309,474,454,51,541,596,736,503,80,19,33424
251,553,264,84,518,531,634,431,8,16,27602
242,495,432,56,448,565,467,453,20,27,26844
279,949,340,69,422,523,548,429,58,29,33292
489,860,630,47,609,562,688,603,95,16,41373
334,484,215,66,592,791,803,597,8,14,31898
460,977,602,39,747,881,744,729,37,5,41934
398,791,478,64,680,756,641,629,56,15,38719
316,564,378,60,489,489,596,504,61,19,31437
114,440,437,90,384,517,447,358,22,24,24470
159,694,500,52,691,980,988,536,45,23,36275
206,825,560,77,513,719,832,558,38,11,35622
458,618,653,27,728,746,768,615,10,5,35183
407,637,405,99,612,727,597,704,39,13,37867
424,591,334,133,752,881,783,778,46,14,42718
399,775,600,21,627,722,664,602,36,21,35766
360,423,317,96,499,520,477,567,84,20,33810
238,993,323,138,549,615,694,556,48,7,38002
292,848,234,119,723,920,802,746,100,17,44863
225,755,319,35,671,881,856,535,23,21,33194
389,473,655,88,617,718,608,695,53,6,37577
303,843,211,88,458,489,568,475,79,9,34102
155,505,559,148,660,861,715,586,31,9,36036
425,622,693,135,669,836,761,786,33,17,43583
447,617,594,30,622,770,764,596,94,15,39648
421,934,485,119,763,909,883,782,6,29,44526
236,689,662,77,681,838,733,619,74,13,38993
206,474,621,32,478,621,703,422,72,13,30199
126,614,431,65,715,1000,866,620,6,27,33554
472,953,491,63,580,572,467,573,92,25,40331
174,568,535,75,458,619,658,414,15,14,28275
145,655,583,42,611,880,712,513,91,24,35589
499,821,259,108,773,888,841,785,56,10,45177
397,424,603,137,741,824,825,788,1,11,39725
328,427,259,60,692,958,1009,627,70,18,38019
169,859,629,22,731,949,882,552,87,28,39048
483,552,516,95,612,583,712,650,97,15,41266
231,976,314,137,603,831,764,689,44,15,41095
219,810,415,135,594,718,689,600,8,18,35843
189,769,408,74,518,680,791,455,4,25,30924
157,458,403,108,675,985,822,635,14,5,34053
184,937,242,54,435,608,513,440,62,30,31401
303,492,476,31,593,759,715,574,74,24,34366
151,882,205,26,658,957,987,503,62,20,35317
484,986,579,40,663,727,768,611,57,29,41786
195,933,306,123,676,843,921,600,65,10,40969
376,818,583,94,521,562,692,569,62,19,38815
479,585,668,117,571,599,676,687,10,22,38520
254,740,664,100,482,571,574,521,73,22,36519
308,694,262,33,516,612,661,513,40,28,31027
250,814,681,130,729,987,826,691,53,7,43756
154,453,250,93,714,923,911,612,59,25,35705
342,729,503,68,419,493,498,494,46,9,32102
126,687,520,140,477,707,620,492,23,27,33423
246,794,591,78,403,439,502,411,31,26,30463
286,780,650,36,738,933,859,608,54,28,39323
424,529,386,39,747,916,848,657,1,6,34820
483,854,600,143,744,868,771,843,99,21,51227
343,730,203,103,415,467,514,493,65,22,33571
394,911,562,143,760,885,887,792,42,15,47031
478,861,621,148,539,446,341,697,34,27,40333
257,631,226,106,392,468,536,422,56,13,30316
271,993,520,61,422,537,421,483,37,21,32490
327,739,485,81,631,761,717,638,56,16,38501
363,870,453,103,539,649,629,603,79,28,40663
486,572,385,77,741,834,723,776,56,27,41446
347,669,479,31,820,995,932,682,90,14,41810
466,419,694,90,748,819,851,760,92,21,44490
317,742,466,41,589,770,818,628,93,21,39214
343,514,296,128,380,437,550,498,24,26,31122
323,632,646,91,458,504,495,564,35,23,33435
267,662,258,82,439,485,443,510,20,26,28665
200,408,598,28,695,951,1022,608,90,9,36949
412,692,254,59,682,767,846,595,41,27,37243
498,896,376,31,800,940,909,726,48,10,42681
189,671,574,27,551,810,685,537,94,6,34717
456,726,415,143,789,926,809,851,97,21,49606
111,674,247,76,499,665,668,484,72,5,31033
160,937,237,50,479,532,503,341,7,20,25906
176,416,580,73,442,586,541,409,83,26,30485
153,970,644,101,664,904,944,637,36,7,40465
125,446,534,145,498,751,702,582,38,18,34147
389,497,593,39,545,655,652,596,14,7,31638
378,776,309,32,724,883,839,701,57,5,38711
133,851,589,123,703,921,765,613,36,14,39053
155,800,300,142,737,980,953,692,78,20,43428
144,770,450,66,385,518,525,370,68,7,29318
334,448,236,76,799,998,1037,749,100,7,42292
417,468,571,28,664,680,713,633,76,25,36607
268,812,680,126,631,867,912,705,52,27,43869
440,884,630,138,508,530,457,591,7,23,37991
243,998,481,134,639,769,800,653,70,23,43421
425,549,336,28,741,927,995,747,68,17,40296
424,961,275,145,810,972,1064,869,47,22,49620
445,587,499,61,675,714,621,601,15,11,34559
224,1000,242,125,555,720,641,556,68,26,39004
209,970,641,68,447,600,474,458,34,7,32300
415,455,692,56,609,749,865,678,82,20,40221
155,980,350,24,564,813,737,465,57,11,33075
448,475,347,125,525,453,565,603,36,7,34337
471,552,654,138,545,437,525,586,48,9,37710
188,841,454,56,564,819,701,537,49,29,35022
223,940,220,105,651,925,1007,625,20,5,38715
448,618,257,113,480,524,615,678,37,22,36396
310,794,406,23,463,508,418,502,19,23,28309
405,521,600,39,738,982,831,750,0,15,37007
243,754,699,69,465,646,733,477,71,11,35799
235,444,305,66,650,772,679,525,85,7,33383
404,948,402,92,549,607,511,593,58,8,38282
178,597,287,32,685,875,951,473,28,8,30793
104,446,575,25,544,741,845,392,8,18,25923
277,858,485,137,635,815,735,681,90,29,44500
238,710,360,103,652,868,829,576,60,5,38076
171,419,462,98,586,892,900,635,16,8,33549
291,685,493,146,468,432,433,498,1,8,31176
287,621,313,72,587,661,547,524,56,7,32439
410,975,303,99,770,874,805,738,34,9,42791
230,773,686,71,478,629,658,552,0,27,32347
403,853,581,51,780,875,843,693,80,22,43800
142,888,291,108,579,894,883,638,97,30,41718
310,650,486,96,514,589,539,562,76,27,36310
494,416,445,45,761,869,714,720,5,26,35882
119,863,408,105,570,864,962,552,0,18,35026
132,488,593,61,457,671,586,482,43,20,29072
440,838,291,108,637,775,625,742,85,27,43838
400,683,397,70,627,747,762,634,38,10,37115
393,407,552,64,457,474,459,499,62,29,31661
311,619,570,138,483,494,541,495,72,7,36159
423,686,504,63,696,842,706,710,62,29,40943
171,606,291,138,535,696,579,589,74,9,35472
332,786,464,97,584,699,624,596,97,9,40189
220,522,276,20,723,926,987,580,10,6,30883
177,707,332,93,557,732,711,497,16,12,31463
337,702,290,41,527,603,683,582,33,16,32064
378,826,355,59,436,439,405,473,91,7,33730
428,654,332,106,488,562,563,649,22,28,35436
404,613,317,119,683,718,677,724,6,9,36890
358,961,382,143,807,960,900,822,96,13,50109
391,812,409,42,601,746,611,573,91,24,38691
303,870,332,138,560,576,482,605,0,9,34290
330,697,638,66,671,887,819,680,72,10,41088
132,491,515,93,645,842,699,533,1,25,30804
173,527,276,142,486,676,661,541,88,7,35454
243,841,464,125,537,568,690,496,95,27,39298
249,846,467,49,445,440,368,445,88,22,31858
307,533,429,140,670,905,960,774,17,26,40899
447,491,347,144,726,797,650,759,69,19,42648
154,894,680,66,373,499,566,376,62,18,31718
412,853,496,104,743,881,724,732,58,11,43907
436,520,231,61,695,789,864,673,32,8,36210
362,838,508,121,661,881,736,776,10,24,41721
173,903,450,137,406,507,431,495,24,12,32277
375,630,666,106,519,647,751,571,14,21,36488
294,689,655,132,451,543,686,598,95,18,40419
390,405,475,44,642,715,601,621,35,9,32483
396,554,262,143,476,435,408,582,45,19,34019
226,660,593,75,468,539,668,496,49,14,32403
283,429,406,96,676,878,741,657,87,16,38727
400,763,434,84,637,690,683,679,83,22,41135
310,958,548,27,759,897,803,592,43,9,38318
282,641,424,130,724,922,777,755,96,5,43879
403,833,694,21,647,709,704,634,56,27,38623
260,930,676,39,533,699,807,520,91,9,38548
376,624,271,39,584,754,786,597,31,12,33604
375,1000,412,35,652,842,733,681,23,18,38174
151,930,628,73,731,979,1071,568,57,30,41458
255,643,361,43,494,500,452,451,37,18,27581
483,626,253,42,577,555,638,579,50,15,33977
457,991,613,113,749,803,875,716,38,5,45560
393,777,234,78,573,652,524,638,24,6,34164
152,784,681,88,552,652,638,514,60,27,35368
110,880,695,138,570,808,828,580,36,20,39177
225,539,700,87,469,573,629,516,68,19,33949
426,860,610,134,659,756,826,753,54,14,45643
142,750,416,74,395,498,425,364,46,13,27446
270,859,610,130,684,926,1005,751,66,9,45985
230,478,684,145,667,974,799,689,47,6,40622
322,476,613,124,443,536,569,558,24,23,33417
137,634,440,137,580,825,785,634,56,21,37914
449,640,517,142,765,927,792,860,54,22,46736
401,787,358,135,718,959,850,791,17,23,43706
484,459,617,71,717,713,711,737,72,9,40427
339,934,668,54,518,540,565,484,46,16,35023
446,429,263,57,755,962,1007,799,95,24,43239
286,896,463,88,557,601,667,483,11,25,33806
415,674,249,63,492,491,554,542,79,19,34487
215,586,694,20,604,761,825,499,47,16,32552
108,637,251,57,590,930,858,474,99,30,35316
253,952,509,150,621,819,877,671,83,26,45842
228,511,398,34,492,517,477,382,59,18,26749
213,546,588,25,672,865,719,480,73,6,33221
198,517,487,23,617,816,850,561,36,30,31807
345,699,592,101,486,561,484,518,36,15,34264
122,928,616,41,409,618,712,412,63,25,32503
147,689,208,98,624,804,796,502,89,27,36408
205,531,640,126,614,736,647,604,9,22,34269
321,438,648,47,755,985,829,709,23,5,36377
226,565,492,99,448,505,544,481,83,14,32998
162,461,577,146,520,652,669,562,18,18,32897
247,612,487,115,405,501,422,543,55,20,32665
234,677,220,28,527,700,649,481,38,8,28907
234,843,573,134,431,542,568,524,57,6,36364
453,998,571,47,788,858,882,721,52,30,44507
